id,s1,s41,s42,s43,s44,s45,a0,M1,a11012,a11022,a11032,a11042,a11052,a11062,a11072,a11082,a11092,a11102,a11112,a11122,a11132,a11142,a1301,a1302,a1303,a1304,a1305,a1306,a1307,a1308,a1309,a1310,a1311,a1312,a1313,a1314,a1401,a1402,a1403,a1404,a1405,a1406,a1407,a1408,a1409,a1410,a1411,a1412,a1413,a1414,a2,a301,a302,a4,a501,a6,a7a,a7b,a7c,a8a,a11,a1299,a121,a122,a123,a124,a125,a126,a127,a128,a13,a14,a15,a16,a17,a18,a21,a23,a24,a25,M2,a313,a31a,a31b,a69,a69,a71a,a7ab,a72,a75a,a81,b5
4780,2,31,86,129,352,466,2015年8月18日,3,65,30,9,,,,,,,,,,,,1,1,1,,,,,,,,,,,,2,2,2,,,,,,,,,,,,1,1980,35,1,1,1,4,4,1998,30000,90,0,1,0,0,0,0,0,0,0,170,115,4,2,5,1,1,,9997,9997,4.14,1,7,3,5,3,1982,2006,9,20000,1,4
4781,1,31,87,130,355,469,2015年8月14日,1,51,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,1965,50,1,0,1,4,4,-2,500,36,0,0,1,0,0,0,0,0,0,162,117,1,2,2,2,1,,9997,9997,3.93,1,2,7,4,6,,,,,,3
4785,1,31,88,133,365,481,2015年8月16日,1,20,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,1957,58,1,1,1,6,4,-2,10000,65,0,0,0,0,0,0,0,0,1,160,120,2,4,3,2,2,,-2,2012,4.21,1,7,7,2,6,,,,,,3
4786,1,31,87,132,361,476,2015年9月2日,2,34,14,,,,,,,,,,,,,1,1,,,,,,,,,,,,,2,2,,,,,,,,,,,,,1,1980,35,1,1,1,10,4,2003,70000,60,0,1,0,0,0,0,0,0,0,178,145,5,4,4,2,1,,9997,9997,3.43,3,2,2,4,3,1981,2004,10,80000,1,2
4788,2,31,88,133,367,483,2015年8月18日,1,97,,,,,,,,,,,,,,-8,,,,,,,,,,,,,,-8,,,,,,,,,,,,,,1,1971,44,3,1,1,3,2,,0,80,0,1,0,0,0,0,0,0,0,178,150,1,1,2,1,1,,9997,9997,4.71,1,6,6,2,6,,,,,,-8
4789,1,31,88,133,365,480,2015年8月20日,3,48,44,37,,,,,,,,,,,,4,4,4,,,,,,,,,,,,1,1,1,,,,,,,,,,,,2,1947,68,1,1,1,4,4,1963,20000,40,0,1,0,0,0,0,0,0,0,164,140,3,3,5,2,1,,1979,1979,4.14,1,5,6,5,7,,,,,,2
4790,1,31,88,133,365,481,2015年8月19日,2,28,1,,,,,,,,,,,,,1,1,,,,,,,,,,,,,2,2,,,,,,,,,,,,,1,1984,31,1,1,1,4,4,2003,10000,68,0,1,1,0,0,0,0,0,0,168,112,3,4,2,1,2,,9997,9997,3.29,1,4,4,4,3,1987,2006,4,0,4,3
4791,2,31,88,133,366,482,2015年8月17日,3,56,32,30,,,,,,,,,,,,1,4,4,,,,,,,,,,,,2,1,1,,,,,,,,,,,,2,1957,58,1,1,1,4,4,1976,250000,60,0,0,1,0,0,0,0,0,0,154,120,3,4,4,1,1,,9997,9997,3.36,1,1,5,5,3,1959,1982,4,50000,4,1
4794,1,31,86,129,353,467,2015年8月20日,1,58,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,1956,59,1,1,1,3,4,-2,0,52,0,1,0,0,0,0,0,0,0,156,134,2,5,3,1,1,,9997,9997,3.79,1,,,5,3,1958,1979,3,10000,3,2
4796,2,31,87,130,354,468,2015年8月15日,2,24,22,,,,,,,,,,,,,4,4,,,,,,,,,,,,,1,1,,,,,,,,,,,,,1,1963,52,1,1,1,3,4,1978,-3,110,0,1,0,0,0,0,0,0,0,170,150,5,5,4,1,1,,9997,9997,4.21,1,2,2,2,6,,,,,,3
4797,1,31,88,133,365,480,2015年8月20日,2,46,23,,,,,,,,,,,,,1,1,,,,,,,,,,,,,2,2,,,,,,,,,,,,,1,1965,50,1,1,1,4,4,-2,0,40,0,1,1,0,0,0,0,0,0,165,140,4,4,5,2,1,,9997,9997,4.5,1,3,4,4,3,1970,1990,4,0,5,2
4800,1,31,87,131,358,473,2015年8月19日,1,67,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,1,1949,66,1,1,1,4,4,1964,0,54,0,1,1,0,0,0,0,0,0,168,130,2,4,5,1,1,,9997,9997,3.5,1,6,3,5,3,1949,1974,4,0,5,2
4801,2,31,88,133,367,483,2015年8月18日,2,47,15,,,,,,,,,,,,,1,1,,,,,,,,,,,,,2,2,,,,,,,,,,,,,2,1966,49,1,1,1,3,2,,0,55,0,0,0,0,0,0,0,0,1,160,120,1,2,3,2,1,,2000,1996,4.07,1,6,6,3,3,1968,1995,4,15000,1,-8
4802,2,31,86,129,352,466,2015年8月18日,6,68,47,45,26,25,23,,,,,,,,,1,4,4,4,4,4,,,,,,,,,2,1,1,1,1,1,,,,,,,,,2,1948,67,1,1,1,3,4,1962,0,84,0,1,0,0,0,0,0,0,0,160,100,3,5,5,1,1,,9997,9997,4.36,1,,,5,3,1948,1967,3,0,3,4
4804,1,31,87,132,361,476,2015年8月23日,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1971,44,1,1,1,4,4,1988,30000,32,0,0,0,0,1,0,0,0,0,175,155,3,5,4,2,1,,9997,9997,3.64,1,3,3,2,1,,,,,,2
4805,1,31,87,130,355,469,2015年8月15日,2,62,25,,,,,,,,,,,,,1,1,,,,,,,,,,,,,2,2,,,,,,,,,,,,,1,1954,61,1,1,1,6,4,1976,19000,58,0,1,0,0,0,0,0,0,0,166,150,4,5,5,2,1,,9997,9997,3.79,2,5,5,4,3,1955,1974,6,20000,5,2
4806,1,31,87,130,355,470,2015年8月14日,1,50,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,1,1966,49,1,1,1,6,4,1982,10000,50,0,1,0,0,0,0,0,0,0,170,130,4,4,4,2,1,,9997,9997,4,2,2,5,4,3,1966,1990,6,10000,1,2
4807,1,31,89,134,368,485,2015年9月12日,1,56,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,1,1956,59,1,1,1,6,4,-2,21000,29,0,1,0,0,0,0,0,0,0,172,160,3,4,5,2,1,,9997,9997,4.21,1,4,4,3,3,1959,-3,6,21000,5,3
4808,1,31,87,131,358,473,2015年8月19日,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1952,63,1,0,8,1,,,0,60,0,0,0,0,0,0,0,0,1,160,128,2,1,4,1,2,,1975,1975,4.57,1,,,4,7,,,,,,2
4810,1,31,87,131,358,473,2015年8月19日,1,49,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,1,1965,50,1,1,1,3,4,-2,5000,70,0,0,0,0,0,0,0,0,1,168,160,3,4,4,2,1,,9997,9997,4.14,1,6,7,3,3,1968,1988,4,0,6,2
4811,2,31,88,133,366,482,2015年8月17日,1,26,,,,,,,,,,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,1965,50,3,1,1,4,4,1981,10000,118,0,1,0,0,0,0,0,0,0,167,150,3,2,2,2,1,,9997,9997,4.36,2,5,5,4,3,1968,1989,6,10000,1,3
4812,2,31,87,131,360,475,2015年8月16日,1,47,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,1972,43,1,1,1,4,4,-2,10000,96,0,0,1,0,0,0,0,0,0,160,94,4,5,3,1,1,,9997,9997,3.57,1,2,7,4,3,1968,1992,3,20000,3,2
4813,1,31,87,131,358,473,2015年8月19日,2,45,12,,,,,,,,,,,,,1,1,,,,,,,,,,,,,1,1,,,,,,,,,,,,,2,1972,43,1,1,1,3,4,1987,50000,70,0,0,1,0,0,0,0,0,0,160,130,3,4,5,1,3,2003,,2002,4.07,1,3,7,4,3,1969,1991,4,50000,3,3
4814,1,31,87,132,363,478,2015年8月23日,4,39,15,12,6,,,,,,,,,,,1,1,1,1,,,,,,,,,,,2,2,2,2,,,,,,,,,,,1,1976,39,1,1,1,6,4,1994,60000,80,0,0,0,0,0,0,0,0,1,155,81,4,4,4,1,3,2005,,2005,3.86,4,7,5,4,3,1976,1991,6,50000,1,2
4815,1,31,87,132,363,478,2015年8月26日,1,55,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,1,1960,55,1,1,1,4,2,-2,24000,40,0,0,1,0,0,0,0,0,0,168,126,3,3,4,2,2,,9997,9997,3.86,1,,,4,4,1960,2006,7,10000,5,2
4816,1,31,87,130,355,470,2015年8月14日,1,65,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,1951,64,1,1,1,4,4,1968,15000,100,0,1,0,0,0,0,0,0,0,157,124,4,4,4,2,1,,9997,9997,4.21,2,6,5,5,3,1955,1975,4,12000,5,2
4817,1,31,87,132,362,477,2015年8月23日,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1958,57,1,1,1,6,4,1978,-3,90,0,1,0,0,0,0,0,0,0,160,120,3,4,4,2,1,,1982,1982,2.93,2,5,3,4,6,,,,,,2
4819,1,31,87,130,355,470,2015年8月14日,1,55,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,1,1960,55,1,1,1,4,4,1976,23000,30,0,1,0,0,0,0,0,0,0,170,135,5,5,5,2,1,,9997,9997,3.36,2,2,2,4,3,1960,1982,7,10000,1,3
4821,1,31,87,130,355,470,2015年8月14日,1,58,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,1957,58,1,1,1,4,4,-2,10000,40,0,1,0,0,0,0,0,0,0,161,120,5,4,4,2,1,,9997,9997,4,1,3,4,4,7,,,,,,3
4822,1,31,87,132,363,478,2015年8月22日,2,42,18,,,,,,,,,,,,,1,1,,,,,,,,,,,,,2,2,,,,,,,,,,,,,1,1971,44,1,1,1,4,4,1988,100000,100,0,1,0,0,0,0,0,0,0,173,170,4,5,5,2,1,,9997,9997,3.14,1,7,2,5,3,1973,1997,4,-1,5,2
4826,1,31,87,130,355,470,2015年8月13日,4,62,44,43,20,,,,,,,,,,,4,1,1,1,,,,,,,,,,,1,2,2,2,,,,,,,,,,,2,1996,19,3,0,1,4,4,2011,20000,210,0,0,0,0,0,1,0,0,0,165,110,5,5,5,1,2,,9997,9997,3.36,1,,,5,2,1996,,4,2000,1,2
4827,1,31,87,130,355,469,2015年8月15日,2,64,42,,,,,,,,,,,,,1,1,,,,,,,,,,,,,1,1,,,,,,,,,,,,,1,1974,41,3,0,4,4,4,-2,20000,40,0,1,0,0,0,0,0,0,0,173,160,2,3,5,1,2,,-3,2003,2.5,3,,,4,3,1973,1996,4,0,5,3
4828,1,31,87,130,355,470,2015年8月15日,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1957,58,1,1,1,6,4,-2,2000,33.599998,0,1,0,0,0,0,0,0,0,160,120,4,4,4,2,1,,9997,9997,3.5,1,1,3,4,7,,,,,,2
4829,1,31,87,130,355,469,2015年8月15日,2,33,16,,,,,,,,,,,,,1,1,,,,,,,,,,,,,2,2,,,,,,,,,,,,,2,1982,33,1,1,1,3,4,1994,0,70,0,1,0,0,0,0,0,0,0,170,120,3,5,5,2,3,9997,,9997,2.93,3,2,4,5,3,1981,2007,3,30000,5,2
4830,1,31,88,133,365,481,2015年8月16日,1,57,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,1961,54,1,1,1,11,4,-2,45000,94,0,1,1,0,0,0,0,0,0,158,118,2,2,3,2,1,,9997,9997,3.07,3,7,2,5,3,1958,1985,11,50000,1,3
4831,1,31,86,129,353,467,2015年8月20日,1,22,,,,,,,,,,,,,,4,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,1964,51,1,1,1,4,4,-2,10000,54,0,1,0,0,0,0,0,0,0,156,122,4,5,3,2,1,,9997,9997,4.21,1,,,3,7,,,,,,-8
4832,1,31,87,132,362,477,2015年8月22日,1,33,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,1982,33,1,1,1,10,4,2005,50000,90,0,1,0,0,0,0,0,0,0,160,45,3,5,4,2,3,9997,,9997,3.43,2,4,2,4,3,1982,2011,12,100000,1,2
4833,2,31,87,130,354,468,2015年8月15日,4,52,50,30,12,,,,,,,,,,,1,1,1,1,,,,,,,,,,,2,2,2,2,,,,,,,,,,,2,1981,34,1,1,1,4,4,1997,20000,90,0,0,0,0,1,0,0,0,0,160,118,5,4,4,1,1,,9997,9997,4,1,5,6,4,6,,,,,,3
4834,2,31,87,131,360,475,2015年8月16日,4,83,60,56,18,,,,,,,,,,,1,1,1,1,,,,,,,,,,,2,2,2,2,,,,,,,,,,,1,1993,22,1,1,1,3,4,2006,20000,96,0,1,0,0,0,0,0,0,0,169,198,4,5,3,1,1,,9997,9997,3.71,1,1,7,4,3,1997,2014,4,0,6,3
4837,1,31,87,131,358,473,2015年8月19日,3,71,51,13,,,,,,,,,,,,1,1,1,,,,,,,,,,,,2,2,1,,,,,,,,,,,,1,1943,72,1,1,1,3,4,1964,0,76,0,0,0,1,0,0,0,0,0,162,130,3,4,5,1,1,,1974,1974,3.64,1,4,4,5,3,1943,1962,3,0,6,2
4838,1,31,87,132,362,477,2015年8月21日,1,46,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,1,1970,45,1,1,1,12,4,1995,150000,86,0,0,1,0,0,0,0,0,0,178,180,4,5,4,5,2,,1990,1990,3.07,3,7,3,5,3,1971,1996,12,100000,1,2
4840,2,31,88,133,367,483,2015年8月18日,1,59,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,1955,60,3,1,1,3,4,1967,3000,58,0,1,1,0,0,0,0,0,0,173,130,3,2,2,2,2,,2012,1994,4.14,1,,,1,3,1956,1979,3,3000,4,4
4841,1,31,87,131,358,473,2015年8月18日,1,67,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,1949,66,1,0,9,3,4,1964,3000,60,0,0,1,0,0,0,0,0,0,155,80,1,1,3,2,1,,9997,9997,4.29,1,,,4,3,1949,1968,3,3000,5,3
4852,1,31,87,131,358,473,2015年8月19日,2,52,27,,,,,,,,,,,,,1,4,,,,,,,,,,,,,2,1,,,,,,,,,,,,,1,1964,51,1,1,1,9,4,1989,30000,91,0,1,0,0,0,0,0,0,0,170,150,2,4,5,2,1,,9997,9997,4,3,,,4,3,1961,1986,10,30000,1,3
4854,1,31,87,132,362,477,2015年8月24日,3,28,1,1,,,,,,,,,,,,1,1,1,,,,,,,,,,,,2,2,2,,,,,,,,,,,,2,1988,27,2,1,1,4,4,-2,0,50,0,0,1,0,0,0,0,0,0,170,140,5,5,4,1,3,2013,,2013,3.71,2,,,5,3,1987,2014,-8,-2,1,2
4856,1,31,87,132,363,478,2015年8月22日,4,40,31,9,3,,,,,,,,,,,4,4,4,4,,,,,,,,,,,1,1,1,1,,,,,,,,,,,2,1951,64,1,1,1,3,4,-2,10000,36,0,1,0,0,0,0,0,0,0,165,124,2,5,2,2,1,,2015,2008,3.5,1,,,3,7,,,,,,4
4859,2,31,88,133,367,483,2015年8月18日,2,45,20,,,,,,,,,,,,,1,1,,,,,,,,,,,,,2,2,,,,,,,,,,,,,2,1972,43,1,1,1,4,4,-2,10000,60,0,0,1,0,0,0,0,0,0,158,120,4,4,4,1,1,,9997,9997,3.79,2,5,3,4,3,1970,1994,3,10000,4,3
4861,1,31,86,129,351,465,2015年8月17日,1,19,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,1,1974,41,1,1,1,4,4,1992,1400,40,0,0,0,0,1,0,0,0,0,166,105,2,2,3,2,1,,9997,9997,3.64,1,3,5,3,3,1973,1997,4,0,5,3
4864,2,31,87,131,357,472,2015年8月17日,3,40,15,7,,,,,,,,,,,,1,1,1,,,,,,,,,,,,2,2,2,,,,,,,,,,,,1,1977,38,1,1,1,6,4,1997,100000,160,0,1,0,0,0,0,0,0,0,170,137,4,4,4,1,2,,9997,9997,3.5,2,2,2,4,3,1976,1998,4,20000,1,2
4865,1,31,89,134,368,485,2015年9月14日,2,43,20,,,,,,,,,,,,,1,1,,,,,,,,,,,,,2,2,,,,,,,,,,,,,2,1973,42,1,1,1,4,4,-2,10000,60,0,1,0,0,0,0,0,0,0,165,110,4,5,4,2,1,,9997,9997,3.86,1,4,4,4,3,1970,1995,12,10000,1,3
4866,1,31,89,134,368,485,2015年9月12日,1,27,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,1954,61,1,1,1,3,4,-2,809600,40,0,0,0,0,0,0,0,1,0,160,95,2,2,2,2,1,,1986,1986,4.43,1,,,2,7,,,,,,3
4868,2,31,87,130,356,471,2015年8月16日,3,36,35,14,,,,,,,,,,,,1,4,4,,,,,,,,,,,,2,2,2,,,,,,,,,,,,1,1940,75,1,1,1,3,4,1955,660,100,0,1,0,1,0,0,0,0,0,175,126,4,5,2,1,1,,9997,9997,4.21,1,2,3,4,7,,,,,,2
4869,2,31,86,129,350,464,2015年8月19日,5,44,27,27,25,2,,,,,,,,,,1,4,4,4,1,,,,,,,,,,2,1,1,2,2,,,,,,,,,,1,1966,49,1,1,1,3,4,1979,0,80,0,1,0,0,0,0,0,0,0,175,120,2,3,5,1,1,,9997,9997,3.79,1,1,1,3,3,1969,1986,3,0,3,2
4871,1,31,87,132,363,478,2015年8月22日,3,33,32,8,,,,,,,,,,,,1,1,1,,,,,,,,,,,,1,1,1,,,,,,,,,,,,1,1956,59,1,1,1,6,2,1974,24000,104,0,1,0,0,0,0,0,0,0,181,158,4,5,5,2,3,2008,,2008,3.07,1,,,5,7,,,,,,2
4873,1,31,86,129,351,465,2015年8月17日,1,59,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,1,1957,58,1,1,1,6,4,1974,16800,97,0,1,1,0,0,0,0,0,0,174,180,1,2,4,2,1,,1977,1977,4,1,,,5,3,1956,1980,3,0,6,1
4875,2,31,87,132,364,479,2015年8月13日,1,73,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,1943,72,1,1,1,3,4,1948,10660,80,0,1,1,0,0,0,0,0,0,165,100,1,5,1,1,1,,1959,1959,4.21,1,1,6,1,3,1938,1959,4,10660,3,2
4876,1,31,86,129,353,467,2015年8月20日,2,61,12,,,,,,,,,,,,,1,1,,,,,,,,,,,,,2,2,,,,,,,,,,,,,2,1982,33,1,1,1,4,4,1999,12000,70,0,0,0,0,1,0,0,0,0,160,100,3,5,5,2,1,,9997,9997,4.14,1,7,5,5,3,1978,2004,6,10000,1,2
4879,2,31,86,129,352,466,2015年8月18日,3,60,32,28,,,,,,,,,,,,4,1,1,,,,,,,,,,,,2,2,2,,,,,,,,,,,,2,1955,60,1,0,9,3,4,-2,0,112,0,0,1,0,0,0,0,0,0,168,120,2,1,1,1,1,,-2,-2,4.64,1,7,7,4,3,1955,-2,3,7000,1,-8
4880,1,31,87,132,362,477,2015年8月24日,1,49,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,1,1966,49,1,1,1,12,4,1990,0,20,0,1,1,0,0,0,0,0,0,170,140,5,5,4,2,1,,1985,1985,3.36,2,2,3,4,3,1966,1993,10,10000,1,3
4881,2,31,86,129,350,464,2015年8月19日,4,63,65,39,15,,,,,,,,,,,1,1,1,1,,,,,,,,,,,2,2,2,2,,,,,,,,,,,2,1978,37,1,1,1,4,2,-2,0,81.5,0,0,0,0,0,1,0,0,0,160,110,2,5,4,1,1,,1998,1998,4.29,1,1,2,5,3,1976,1998,4,0,3,2
4894,1,31,88,133,365,480,2015年8月19日,3,42,41,20,,,,,,,,,,,,1,1,1,,,,,,,,,,,,2,2,2,,,,,,,,,,,,2,1997,18,1,0,9,10,1,2013,0,85,0,0,0,0,1,0,0,0,0,164,104,5,5,5,2,1,,9997,9997,2.79,3,7,3,4,1,,,,,,-8
4896,2,31,87,130,356,471,2015年8月16日,1,49,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,1,1966,49,1,1,1,3,2,,39000,56,0,1,0,0,0,0,0,0,0,173,125,3,2,3,1,1,,9997,9997,3.79,1,1,5,5,3,1966,1988,3,5000,2,3
4898,1,31,87,132,361,476,2015年8月26日,1,58,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,1,1942,73,1,0,4,3,4,-2,23000,51,0,0,1,0,0,0,0,0,0,170,153,4,5,4,2,2,,1958,1958,3.71,2,3,7,5,4,1957,1994,4,15000,5,3
4900,2,31,86,129,352,466,2015年8月18日,5,74,73,40,17,8,,,,,,,,,,1,1,4,1,1,,,,,,,,,,2,2,2,2,2,,,,,,,,,,2,1974,41,1,1,1,4,2,-2,20000,100,0,0,0,0,0,1,0,0,0,158,90,3,2,3,1,1,,1997,1997,4.43,-8,6,5,4,3,1975,1997,4,15000,1,1
4901,2,31,87,130,356,471,2015年8月16日,1,56,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,1,1953,62,1,1,1,3,4,-2,5000,100,0,1,1,0,0,0,0,0,0,170,120,5,4,4,1,1,,-3,9997,4.07,1,1,1,4,3,1959,-2,3,5000,3,2
4904,2,31,87,131,357,472,2015年8月17日,2,26,2,,,,,,,,,,,,,1,1,,,,,,,,,,,,,2,2,,,,,,,,,,,,,2,1992,23,1,1,1,4,2,2005,15000,60,0,0,0,0,0,1,0,0,0,163,110,4,5,5,1,1,,2011,2011,3.57,1,5,5,3,3,1989,2011,4,50000,3,3
4905,1,31,89,134,368,485,2015年9月12日,1,61,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,1954,61,1,1,1,7,4,1976,300000,113,0,1,0,0,0,0,0,0,0,160,116,5,5,5,2,2,,1974,1976,3.86,1,,,4,3,1952,1979,7,20000,5,2
4908,2,31,87,131,360,475,2015年8月16日,1,86,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,1,1965,50,1,1,1,4,4,-2,0,96,0,0,0,0,0,0,0,1,0,166,130,4,1,3,1,1,,1973,1973,4.57,1,1,7,4,1,,,,,,-8
4909,1,31,87,132,361,476,2015年8月27日,1,68,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,1949,66,1,1,1,7,4,-2,36000,56,0,1,1,0,0,0,0,0,0,160,130,5,5,4,2,1,,1971,9997,3.64,2,2,2,4,3,1947,1971,7,36000,5,2
4910,2,31,87,130,356,471,2015年8月16日,1,55,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,1959,56,1,1,1,3,2,,22000,120,0,1,1,0,0,0,0,0,0,170,155,5,4,4,1,1,,9997,9997,4.21,2,3,5,4,3,1960,1982,3,20000,3,2
4911,2,31,87,130,356,471,2015年8月16日,1,78,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,1940,75,1,1,1,3,2,,5000,80,0,1,0,0,0,0,0,0,0,155,140,4,5,4,1,1,,9997,9997,4.36,1,3,5,4,3,1937,1965,3,12000,4,2
4912,1,31,88,133,365,480,2015年8月20日,2,42,13,,,,,,,,,,,,,1,1,,,,,,,,,,,,,2,2,,,,,,,,,,,,,1,1970,45,1,1,1,3,4,-2,10000,50,0,0,0,0,0,0,0,0,1,168,101,4,4,4,1,2,,9997,2015,4.21,1,5,6,4,3,1973,1993,4,5000,1,3
4913,2,31,87,131,357,472,2015年8月17日,2,37,15,,,,,,,,,,,,,1,1,,,,,,,,,,,,,2,2,,,,,,,,,,,,,2,1976,39,1,1,1,4,4,1993,20000,60,0,0,1,0,0,0,0,0,0,158,118,4,3,4,1,1,,9997,9997,3.29,2,4,3,4,3,1973,1999,4,30000,3,2
4914,2,31,88,133,366,482,2015年8月17日,1,73,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,1945,70,1,1,1,3,4,1957,0,40,0,1,0,0,0,0,0,0,0,167,150,4,5,4,1,1,,9997,9997,4.5,1,1,1,5,3,1943,1977,6,36000,5,2
4916,1,31,87,132,362,477,2015年8月24日,1,52,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,1963,52,1,0,6,13,4,1981,18000,63,0,1,0,0,0,0,0,0,0,165,150,4,5,3,2,1,,1973,1973,3.79,1,7,7,4,3,1963,1986,4,40000,1,2
4917,1,31,87,132,362,477,2015年8月25日,2,40,68,,,,,,,,,,,,,1,1,,,,,,,,,,,,,2,2,,,,,,,,,,,,,1,1971,44,1,1,1,13,4,1993,60000,50,0,0,0,0,1,0,0,0,0,175,145,5,5,3,2,3,1999,,1999,2.79,5,4,3,4,3,1975,1999,12,10000,1,3
4921,1,31,88,133,365,480,2015年8月19日,2,44,19,,,,,,,,,,,,,1,1,,,,,,,,,,,,,2,2,,,,,,,,,,,,,1,1973,42,3,1,1,4,2,1986,30000,88,0,0,0,0,0,0,0,0,1,172,180,2,5,5,1,1,,9997,9997,3.64,4,1,2,5,3,1971,1995,6,30000,6,2
4923,1,31,86,129,351,465,2015年8月17日,4,60,36,35,12,,,,,,,,,,,1,4,4,1,,,,,,,,,,,2,1,1,2,,,,,,,,,,,2,1956,59,1,1,1,6,2,1975,10000,78,0,1,0,0,0,0,0,0,0,160,130,3,5,4,2,1,,1976,1976,3.57,1,7,7,3,3,1954,1978,4,10000,5,4
4924,2,31,87,131,360,475,2015年8月16日,1,36,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,1,1973,42,1,1,1,7,4,1995,30000,60,0,1,0,0,0,0,0,0,0,173,140,4,4,4,1,1,,9997,9997,3.07,2,3,4,4,3,1979,1999,4,20000,2,2
4925,1,31,89,134,368,485,2015年9月12日,1,69,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,1946,69,1,1,1,3,4,-2,12000,49,0,0,1,0,0,0,0,0,0,165,150,1,2,2,2,1,,1971,1971,4.14,1,5,5,5,3,1946,1970,3,24000,5,2
4927,1,31,87,130,355,470,2015年8月16日,1,74,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,1941,74,1,1,1,9,4,1980,24000,90,0,1,0,0,0,0,0,0,0,175,100,4,4,4,2,1,,2000,2000,3.14,1,4,4,4,3,1942,1968,7,36000,5,2
4928,2,31,88,133,367,483,2015年8月18日,3,56,32,29,,,,,,,,,,,,1,4,4,,,,,,,,,,,,2,1,1,,,,,,,,,,,,1,1955,60,1,1,1,3,4,1969,40000,88,0,1,0,0,0,0,0,0,0,170,110,3,5,5,1,1,,1976,1976,4.29,2,2,2,4,3,1959,1981,3,0,4,2
4929,2,31,87,130,356,471,2015年8月16日,1,43,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,1,1968,47,1,1,1,1,,,20000,75,0,1,0,0,0,0,0,0,0,165,110,3,4,4,1,1,,9997,9997,4.07,1,2,2,2,3,1972,1996,1,0,4,4
