id,s1,s41,s42,s43,s44,s45,a0,M1,a11012,a11022,a11032,a11042,a11052,a11062,a11072,a11082,a11092,a11102,a11112,a11122,a11132,a11142,a1301,a1302,a1303,a1304,a1305,a1306,a1307,a1308,a1309,a1310,a1311,a1312,a1313,a1314,a1401,a1402,a1403,a1404,a1405,a1406,a1407,a1408,a1409,a1410,a1411,a1412,a1413,a1414,a2,a301,a302,a4,a501,a6,a7a,a7b,a7c,a8a,a11,a1299,a121,a122,a123,a124,a125,a126,a127,a128,a13,a14,a15,a16,a17,a18,a21,a23,a24,a25,M2,a313,a31a,a31b,a69,a69,a71a,a7ab,a72,a75a,a81,b5
13069,1,12,32,58,131,193,2015年8月28日,2,45,17,,,,,,,,,,,,,1,1,,,,,,,,,,,,,2,2,,,,,,,,,,,,,1,1972,43,1,1,1,9,4,2015,70000,85,0,0,0,0,0,0,0,0,1,165,130,4,4,3,5,3,2000,,2013,3.43,3,7,3,3,3,1970,1998,11,70000,1,2
13070,1,12,32,59,132,196,2015年8月6日,4,85,54,47,45,,,,,,,,,,,1,1,1,1,,,,,,,,,,,1,1,1,1,,,,,,,,,,,1,1965,50,1,1,1,4,4,1981,-3,45,0,0,0,0,0,0,0,0,1,165,130,4,3,3,5,2,,9997,9997,3.07,3,2,2,3,1,,,,,,2
13071,1,12,32,59,132,195,2015年8月4日,2,53,52,,,,,,,,,,,,,1,1,,,,,,,,,,,,,1,1,,,,,,,,,,,,,2,1990,25,1,1,1,12,4,2013,36000,40,0,0,0,0,0,0,0,0,1,156,90,4,5,5,5,1,,9997,9997,3.21,2,7,3,3,1,,,,,,3
13072,1,12,33,62,138,204,2015年8月8日,2,43,18,,,,,,,,,,,,,1,1,,,,,,,,,,,,,2,2,,,,,,,,,,,,,1,1971,44,1,1,1,3,2,,24000,160,0,1,0,0,0,0,0,0,1,172,135,3,4,4,1,1,,9997,9997,4.21,1,1,2,3,3,1972,1994,3,0,5,2
13073,1,12,32,61,134,200,2015年8月1日,3,52,27,26,,,,,,,,,,,,1,2,2,,,,,,,,,,,,2,1,1,,,,,,,,,,,,1,1964,51,1,1,1,4,4,1979,-2,130,0,0,0,0,1,0,0,0,0,173,100,4,5,4,1,1,,9997,9997,3.29,2,2,3,3,3,1964,1986,4,-2,1,3
13077,1,12,34,64,140,207,2015年8月9日,2,43,12,,,,,,,,,,,,,1,1,,,,,,,,,,,,,2,2,,,,,,,,,,,,,1,1972,43,1,1,1,11,4,1993,400000,82,0,1,0,0,0,0,0,0,0,175,130,4,5,4,2,1,,9997,9997,2.93,2,6,2,4,3,1972,1999,13,0,5,4
13082,1,12,33,62,135,201,2015年8月3日,1,79,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,1,1936,79,1,1,1,3,3,,12000,40,0,1,0,0,0,0,0,0,0,162,105,5,5,5,1,1,,9997,9997,4.21,1,1,2,4,7,,,,,,2
13084,1,12,33,62,136,202,2015年8月9日,6,49,23,22,20,18,17,,,,,,,,,1,4,4,4,4,4,,,,,,,,,2,2,2,2,2,2,,,,,,,,,2,1967,48,1,0,6,3,2,,0,80,0,0,0,0,0,0,0,0,1,165,120,5,5,5,1,1,,-2,1988,4.21,1,1,7,2,3,1966,1988,4,50000,1,-8
13086,1,12,33,62,135,201,2015年8月6日,1,85,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,1935,80,1,1,1,1,,,0,40,0,1,0,0,0,0,0,0,0,150,60,2,2,2,1,1,,9997,9997,4.36,1,2,2,2,3,1930,-2,1,0,4,-8
13087,1,12,32,57,130,191,2015年9月6日,3,38,10,7,,,,,,,,,,,,4,1,1,,,,,,,,,,,,2,2,2,,,,,,,,,,,,2,1977,38,8,1,2,6,4,1996,-2,98,0,1,0,0,0,0,0,0,0,160,116,3,5,3,1,3,1998,,2003,3.14,5,7,7,4,3,1977,2004,6,-2,1,3
13088,1,12,32,60,133,198,2015年8月1日,3,31,5,1,,,,,,,,,,,,1,1,1,,,,,,,,,,,,2,2,2,,,,,,,,,,,,1,1983,32,1,1,1,7,4,2001,216000,50,0,0,0,0,0,0,0,0,1,165,140,4,5,3,1,3,2002,,9996,2.86,3,7,3,4,3,1984,2008,4,0,5,2
13090,1,12,34,64,140,208,2015年8月9日,2,62,33,,,,,,,,,,,,,4,4,,,,,,,,,,,,,2,2,,,,,,,,,,,,,2,1953,62,1,1,1,10,4,-2,60000,130,0,0,1,0,0,0,0,0,0,160,96,3,3,3,4,1,,1985,1985,2.64,4,2,1,4,3,1954,1980,10,300000,1,2
13092,1,12,34,63,139,205,2015年8月8日,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1976,39,1,1,1,4,4,-2,60000,30,0,0,0,0,0,0,0,0,1,160,120,2,2,2,1,3,9996,,2014,3.64,4,,,2,5,1976,1995,3,6000,1,4
13093,1,12,32,60,133,198,2015年8月3日,2,65,33,,,,,,,,,,,,,1,1,,,,,,,,,,,,,2,2,,,,,,,,,,,,,2,1951,64,1,1,1,1,,,9600,70,0,1,0,0,0,0,0,0,0,158,130,4,4,4,4,1,,9997,9997,3.71,1,5,5,4,3,1950,1976,1,9600,4,2
13096,1,12,33,62,136,202,2015年8月10日,5,80,43,39,20,19,,,,,,,,,,1,1,1,1,1,,,,,,,,,,2,2,2,2,2,,,,,,,,,,1,1993,22,1,0,-8,4,2,-2,-2,90,0,0,0,0,1,0,0,0,0,164,126,3,3,3,1,1,,9997,9997,4.21,1,3,3,3,1,,,,,,2
13098,1,12,32,55,128,188,2015年9月3日,4,55,53,26,24,,,,,,,,,,,4,4,4,4,,,,,,,,,,,2,2,1,1,,,,,,,,,,,1,1983,32,1,1,1,10,4,2007,120000,120,0,0,0,0,0,0,0,0,1,169,120,5,4,5,1,1,,9997,2012,2.93,4,7,2,5,1,,,,,,3
13099,1,12,33,62,137,203,2015年7月31日,7,68,69,44,18,17,15,12,,,,,,,,4,4,4,4,1,1,1,,,,,,,,2,2,2,2,2,2,2,,,,,,,,2,1973,42,1,0,4,3,4,1987,5000,160,0,0,0,0,0,1,0,0,0,158,110,3,3,4,1,1,,2002,2002,4.14,1,5,5,3,3,1971,1995,3,13000,1,2
13100,1,12,32,55,128,187,2015年9月1日,3,34,8,7,,,,,,,,,,,,1,1,1,,,,,,,,,,,,2,2,2,,,,,,,,,,,,2,1982,33,1,1,1,10,4,2008,0,60,0,0,0,0,0,0,0,0,1,160,100,4,5,5,5,3,2008,,2008,3.5,1,1,1,3,3,1982,2008,7,50000,1,-8
13101,1,12,32,60,133,198,2015年8月2日,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1979,36,1,1,1,12,4,2002,60000,150,0,0,0,0,1,0,0,0,0,161,149,2,4,4,4,1,,-2,-2,3.14,2,5,3,4,3,1983,2011,9,0,6,2
13102,1,12,33,62,136,202,2015年8月10日,7,60,35,32,8,5,2,1,,,,,,,,1,4,1,1,1,1,1,,,,,,,,2,2,2,2,2,2,2,,,,,,,,1,1951,64,1,1,1,3,2,,25000,145,0,1,0,0,0,0,0,0,0,167,110,4,5,5,1,1,,9997,9997,4,1,2,2,4,3,1955,1978,1,0,4,2
13103,1,12,32,57,130,192,2015年7月26日,2,27,32,,,,,,,,,,,,,1,1,,,,,,,,,,,,,1,1,,,,,,,,,,,,,1,1987,28,1,1,1,7,4,2013,50000,90,0,0,0,0,0,0,0,0,1,178,136,4,4,3,1,3,2009,,2015,3.29,3,,,3,1,,,,,,2
13106,1,12,33,62,135,201,2015年8月4日,2,53,25,,,,,,,,,,,,,4,4,,,,,,,,,,,,,2,2,,,,,,,,,,,,,1,1954,61,1,1,1,1,,,0,76,0,1,0,0,0,0,0,0,0,160,120,1,2,2,1,1,,9997,9997,4.29,1,2,2,4,3,1962,1980,3,0,4,-8
13111,1,12,32,56,129,190,2015年7月29日,2,52,21,,,,,,,,,,,,,1,1,,,,,,,,,,,,,2,2,,,,,,,,,,,,,2,1968,47,1,0,3,6,4,1988,30000,70,0,0,1,0,0,0,0,0,0,158,100,4,4,5,5,3,1992,,1992,2.93,3,7,3,5,3,1964,1993,6,-2,1,3
13112,1,12,32,56,129,190,2015年7月31日,1,14,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,1,1965,50,1,1,1,9,4,-2,0,39,0,0,0,0,1,0,0,0,0,156,100,4,4,4,5,1,,2006,2005,3.14,2,2,3,3,3,1961,2000,11,40000,1,2
13116,1,12,33,62,135,201,2015年8月4日,6,65,61,35,12,10,9,,,,,,,,,1,1,1,1,1,1,,,,,,,,,2,2,2,2,2,2,,,,,,,,,2,1983,32,1,0,6,3,4,1997,15000,108,0,0,0,0,1,0,0,0,0,158,140,3,3,2,1,1,,9997,9997,4,1,7,3,3,3,1978,2002,3,-1,1,3
13117,1,12,33,62,137,203,2015年7月31日,6,81,47,23,22,20,18,,,,,,,,,1,1,1,1,1,1,,,,,,,,,1,1,1,1,1,1,,,,,,,,,2,1968,47,1,0,6,1,,,6000,50,0,0,1,0,0,0,0,0,0,158,115,3,2,2,1,1,,1992,1992,4,1,5,5,2,3,1967,1992,4,9000,1,2
13118,1,12,32,60,133,197,2015年7月30日,4,50,25,25,21,,,,,,,,,,,1,1,1,1,,,,,,,,,,,2,2,2,2,,,,,,,,,,,1,1965,50,1,1,1,3,2,,40000,180,0,1,0,0,0,0,0,0,0,167,150,3,3,5,4,1,,9997,9997,3.57,4,2,3,3,3,1965,1989,3,-1,3,1
13120,1,12,32,61,134,200,2015年8月1日,3,66,44,42,,,,,,,,,,,,1,1,1,,,,,,,,,,,,1,1,1,,,,,,,,,,,,1,1937,78,1,1,1,4,4,-2,30000,400,0,1,1,0,0,0,0,0,0,160,110,3,3,3,4,1,,9997,9997,3,3,1,1,3,3,1949,1970,3,9360,5,3
13121,1,12,33,62,136,202,2015年8月10日,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1956,59,1,1,1,1,,,0,50,0,1,0,0,0,0,0,0,0,160,50,2,3,2,1,1,,9997,9997,4.21,1,2,4,3,3,1950,1978,1,-3,3,-8
13122,1,12,32,59,132,195,2015年8月3日,2,54,52,,,,,,,,,,,,,1,1,,,,,,,,,,,,,2,2,,,,,,,,,,,,,2,1994,21,1,1,1,9,4,2014,0,23,0,0,0,0,1,0,0,0,0,163,96,4,4,3,2,1,,9997,9997,2.71,3,2,3,3,1,,,,,,-8
13123,1,12,34,64,140,208,2015年8月9日,5,60,34,32,6,0,,,,,,,,,,4,1,4,1,1,,,,,,,,,,2,2,2,1,1,,,,,,,,,,2,1960,55,1,1,1,3,4,1974,40000,155,0,0,0,0,0,0,0,0,1,160,130,5,5,5,2,3,2015,,2015,3.57,2,2,2,4,3,1956,1980,3,0,1,2
13126,1,12,34,63,139,205,2015年8月14日,2,50,48,,,,,,,,,,,,,4,4,,,,,,,,,,,,,2,2,,,,,,,,,,,,,1,1991,24,1,1,1,12,4,2013,100000,50,0,0,0,0,0,0,0,0,1,163,120,4,4,4,2,2,,-2,2014,3.29,3,6,3,3,1,,,,,,3
13127,1,12,32,61,134,199,2015年8月3日,3,34,7,5,,,,,,,,,,,,1,1,1,,,,,,,,,,,,2,2,2,,,,,,,,,,,,2,1988,27,1,1,1,3,4,2003,-1,25,0,0,0,0,0,0,0,0,1,155,90,3,3,3,1,3,2004,,2004,3.86,1,3,7,4,3,1981,2007,-8,60000,1,-8
13129,1,12,34,63,139,205,2015年8月8日,4,76,74,46,23,,,,,,,,,,,4,4,4,4,,,,,,,,,,,1,1,1,2,,,,,,,,,,,1,1969,46,1,0,3,12,4,1992,400000,35,0,0,0,0,0,0,0,0,1,172,150,3,3,3,5,3,2005,,2005,3.21,4,7,7,4,3,1969,1993,12,100000,1,2
13130,1,12,32,59,132,196,2015年8月6日,2,60,28,,,,,,,,,,,,,1,1,,,,,,,,,,,,,1,1,,,,,,,,,,,,,1,1981,34,1,1,1,9,4,2008,0,77,0,1,0,0,0,0,0,0,0,170,150,4,4,4,2,1,,9997,9997,2.79,3,3,4,4,1,,,,,,-8
13131,1,12,32,56,129,189,2015年7月31日,3,52,47,14,,,,,,,,,,,,1,1,1,,,,,,,,,,,,1,1,1,,,,,,,,,,,,2,1968,47,1,1,1,4,4,1986,26400,65,0,0,0,0,0,1,0,0,0,157,115,3,2,2,4,2,,2008,2000,3.71,1,,,3,3,1964,2000,4,13000,1,3
13132,1,12,32,59,132,195,2015年8月4日,1,29,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,1986,29,1,1,1,12,4,2008,24000,60,0,0,0,0,1,0,0,0,0,150,120,4,5,5,5,1,,9997,9997,3.21,1,7,6,4,3,1986,2011,9,24000,1,3
13135,1,12,34,63,139,205,2015年8月8日,4,72,45,44,24,,,,,,,,,,,4,4,4,4,,,,,,,,,,,2,2,2,2,,,,,,,,,,,2,1996,19,1,0,1,7,4,2013,20400,80,0,0,0,0,0,0,0,0,1,158,100,5,4,4,1,3,2014,,2014,3.07,2,1,2,3,1,,,,,,2
13137,1,12,32,58,131,193,2015年8月27日,2,27,55,,,,,,,,,,,,,1,1,,,,,,,,,,,,,2,2,,,,,,,,,,,,,2,1988,27,1,1,1,7,4,2005,50000,104,0,0,1,0,0,0,0,0,0,165,120,4,4,4,2,2,,9997,9997,2.86,3,,,4,3,1988,2013,7,50000,1,2
13139,1,12,34,63,139,206,2015年8月13日,3,43,17,11,,,,,,,,,,,,1,1,1,,,,,,,,,,,,2,2,2,,,,,,,,,,,,1,1966,49,1,1,1,10,4,-3,-3,150,0,0,1,0,0,0,0,0,0,170,126,4,4,3,2,2,,9997,2004,3.43,3,7,4,5,3,1962,1996,6,0,5,2
13144,1,12,34,63,139,205,2015年8月14日,4,68,57,35,14,,,,,,,,,,,4,4,4,4,,,,,,,,,,,2,2,2,2,,,,,,,,,,,1,1975,40,1,1,1,4,3,1996,30000,40,0,0,0,0,0,0,0,0,1,170,140,5,5,5,1,3,-2,,2000,2.86,2,6,5,4,3,1980,2000,4,30000,1,3
13145,1,12,32,55,128,188,2015年9月1日,3,65,38,38,,,,,,,,,,,,1,1,1,,,,,,,,,,,,2,1,1,,,,,,,,,,,,1,1950,65,1,1,1,4,4,2015,3000,100,0,0,0,1,0,0,0,0,0,173,72,4,5,3,5,3,2015,,2015,3.29,1,,,5,3,1950,1975,9,30000,5,4
13147,1,12,34,63,139,205,2015年8月15日,2,70,62,,,,,,,,,,,,,4,4,,,,,,,,,,,,,2,2,,,,,,,,,,,,,1,1982,33,1,1,1,6,4,2002,80000,10,0,0,0,0,0,0,0,0,1,165,130,4,5,4,2,3,2006,,2006,3.29,4,7,2,2,1,,,,,,2
13151,1,12,32,61,134,200,2015年8月1日,1,43,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,1970,45,1,1,1,4,4,1985,62000,300,0,1,0,0,0,0,0,0,0,170,120,3,4,3,4,1,,9997,9997,3.57,2,2,2,4,3,1972,1998,4,38000,1,2
13152,1,12,32,60,133,197,2015年7月30日,3,51,45,30,,,,,,,,,,,,1,2,1,,,,,,,,,,,,2,1,2,,,,,,,,,,,,1,1960,55,1,1,1,3,2,,80000,64,0,1,0,0,0,0,0,0,0,173,168,3,3,5,4,1,,9997,9997,3.57,1,,,4,3,1964,1984,3,70000,1,2
13153,1,12,32,61,134,199,2015年8月4日,1,47,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,1966,49,1,1,1,12,4,-2,50000,99,0,0,1,0,0,0,0,0,0,169,110,4,5,5,4,1,,9997,9997,3.21,2,5,5,3,3,1969,1992,4,0,5,3
13155,1,12,32,58,131,194,2015年8月26日,4,60,30,26,24,,,,,,,,,,,1,1,1,1,,,,,,,,,,,2,2,2,2,,,,,,,,,,,1,1973,42,1,1,1,3,4,1987,0,57,0,1,0,0,0,0,0,0,0,160,115,3,1,1,5,1,,9997,9997,2.79,1,5,1,3,3,1955,1981,6,15000,5,-8
13156,1,12,34,63,139,205,2015年8月10日,2,30,7,,,,,,,,,,,,,1,1,,,,,,,,,,,,,2,2,,,,,,,,,,,,,2,1979,36,1,1,1,6,4,1998,30000,40,0,0,0,0,0,0,0,0,1,155,98,5,4,4,2,2,,2013,2005,3.29,2,6,2,4,3,1985,2008,8,25000,1,4
13160,1,12,32,61,134,200,2015年7月31日,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1945,70,1,1,1,1,,,19200,320,0,0,1,0,0,0,0,0,0,152,90,3,3,3,1,1,,9997,9997,4.14,1,2,4,3,7,,,,,,2
13161,1,12,33,62,138,204,2015年8月7日,5,59,35,34,31,29,,,,,,,,,,1,4,4,4,4,,,,,,,,,,2,2,2,2,2,,,,,,,,,,1,1955,60,1,1,1,4,4,-2,-1,108,0,1,0,0,0,0,0,0,0,159,110,2,3,3,1,1,,9997,9997,4.43,1,2,2,3,3,1954,1977,1,-1,4,-8
13162,1,12,32,56,129,190,2015年7月29日,1,65,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,1,1948,67,1,1,1,9,4,1982,100000,67,0,1,0,0,0,0,0,0,0,170,134,4,4,5,5,1,,1977,1977,3.79,1,,,5,3,1950,1978,7,40000,5,-8
13167,1,12,32,57,130,191,2015年7月25日,1,30,,,,,,,,,,,,,,-8,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,1985,30,1,1,1,9,1,2004,24000,100,0,0,0,0,0,0,0,1,0,156,110,4,5,5,1,3,2011,,2011,3.29,3,5,4,4,2,1985,,5,50000,1,3
13170,1,12,33,62,137,203,2015年8月2日,4,48,17,16,9,,,,,,,,,,,1,1,1,1,,,,,,,,,,,2,2,2,2,,,,,,,,,,,2,1974,41,6,1,1,1,,,-2,54,0,0,0,0,0,0,0,0,1,150,90,3,4,3,1,3,2008,,2008,4.36,1,,,3,3,1967,-2,1,-2,5,2
13171,1,12,33,62,135,201,2015年8月2日,4,38,15,8,8,,,,,,,,,,,1,1,4,4,,,,,,,,,,,2,2,2,2,,,,,,,,,,,1,1975,40,1,1,1,3,4,-2,-3,50,0,0,0,0,0,0,0,0,1,175,150,4,5,2,1,2,,-2,2014,4.07,1,5,5,3,3,1977,2000,3,-3,1,3
13172,1,12,34,64,140,208,2015年8月11日,3,43,10,10,,,,,,,,,,,,1,1,1,,,,,,,,,,,,2,2,2,,,,,,,,,,,,2,1977,38,1,1,1,7,4,1996,0,130,0,0,0,0,0,0,0,0,1,155,115,5,5,5,2,1,,9997,9997,3,3,1,1,5,3,1973,2002,12,-3,1,-8
13173,1,12,32,55,128,188,2015年9月4日,1,37,,,,,,,,,,,,,,1,,,,,,,,,,,,,,-8,,,,,,,,,,,,,,1,1978,37,1,1,1,13,4,2007,100000,40,0,0,0,0,0,0,0,0,1,184,80,4,4,3,2,3,2014,,2014,2.79,4,5,4,4,6,,,,,,3
13174,1,12,32,61,134,199,2015年8月3日,3,29,3,1,,,,,,,,,,,,1,1,1,,,,,,,,,,,,2,2,2,,,,,,,,,,,,2,1991,24,1,1,1,6,4,2008,-1,40,0,0,0,0,0,0,0,0,1,163,110,5,5,5,1,3,2009,,2013,3.07,3,3,6,5,3,1987,2012,6,120000,1,-8
13179,1,12,32,56,129,190,2015年7月29日,2,59,26,,,,,,,,,,,,,1,1,,,,,,,,,,,,,2,2,,,,,,,,,,,,,1,1981,34,1,1,1,11,4,2007,50000,85,0,0,0,0,1,0,0,0,0,176,136,4,4,4,2,2,,1985,1985,2.64,3,2,2,4,3,1989,2012,10,60000,1,3
13181,1,12,32,61,134,200,2015年8月1日,1,27,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,1988,27,1,1,1,10,4,2010,50000,300,0,0,0,0,1,0,0,0,0,163,106,4,5,4,5,3,9996,,9996,3.71,2,1,5,4,3,1988,2013,9,-2,1,3
13182,1,12,33,62,137,203,2015年7月31日,5,50,22,23,19,17,,,,,,,,,,1,2,2,2,1,,,,,,,,,,1,1,1,1,2,,,,,,,,,,2,1967,48,1,0,6,3,2,,-2,120,0,1,0,0,0,0,0,0,0,155,120,5,5,5,1,1,,9997,9997,4.07,2,2,3,4,3,1965,-2,3,-2,1,-8
13183,1,12,33,62,136,202,2015年8月10日,4,60,34,32,30,,,,,,,,,,,3,4,4,4,,,,,,,,,,,2,2,1,2,,,,,,,,,,,2,1954,61,1,0,6,1,,,0,120,0,1,0,0,0,0,0,0,0,156,130,4,4,4,1,1,,9997,9997,4.21,1,3,3,3,3,1954,-3,3,-3,1,3
13184,1,12,32,58,131,194,2015年8月26日,4,36,39,5,1,,,,,,,,,,,3,3,3,3,,,,,,,,,,,2,2,2,2,,,,,,,,,,,1,1944,71,1,0,1,7,4,1978,40000,23,0,0,1,0,0,0,0,0,0,165,100,2,1,3,5,1,,1966,1966,3.86,5,7,4,4,5,1951,1978,7,-2,5,3
13186,1,12,33,62,136,202,2015年8月10日,1,25,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,1,1980,35,1,1,1,4,2,1995,60000,40,0,0,0,0,0,0,0,0,1,162,110,4,4,5,1,1,,9997,9997,3.93,1,2,2,4,3,1990,2013,3,0,5,2
13189,1,12,33,62,135,201,2015年8月2日,1,66,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,1968,47,1,0,6,-8,-8,-2,-2,160,0,0,0,0,0,0,0,0,1,158,120,2,2,3,1,1,,1990,1990,4.29,1,6,6,2,7,,,,,,-8
13192,1,12,32,55,128,188,2015年9月8日,3,70,36,31,,,,,,,,,,,,1,1,1,,,,,,,,,,,,2,2,2,,,,,,,,,,,,2,1949,66,1,1,1,10,4,1986,-1,80,0,0,1,0,0,0,0,0,0,153,98,3,3,3,2,2,,1997,1997,3.57,3,3,3,4,3,1944,1976,12,50000,5,2
13193,1,12,32,55,128,187,2015年9月3日,2,57,57,,,,,,,,,,,,,4,4,,,,,,,,,,,,,1,1,,,,,,,,,,,,,2,1989,26,1,1,1,13,4,2013,100000,78,0,0,0,0,0,0,0,0,1,160,98,3,5,5,5,2,,2013,2011,2.64,3,7,3,4,1,,,,,,2
13194,1,12,32,58,131,193,2015年8月29日,3,65,40,36,,,,,,,,,,,,1,1,1,,,,,,,,,,,,2,1,1,,,,,,,,,,,,1,1946,69,1,1,1,3,4,1961,40000,104,0,1,0,0,0,0,0,0,0,166,148,3,4,4,5,2,,9997,9997,3.21,4,6,2,5,3,1950,1950,3,40000,5,3
13195,1,12,32,58,131,194,2015年8月28日,2,60,58,,,,,,,,,,,,,1,1,,,,,,,,,,,,,1,1,,,,,,,,,,,,,2,1985,30,1,1,4,12,4,2008,50000,90,0,0,0,0,0,0,0,0,1,156,110,4,5,3,5,3,,-2,-2,3.14,3,7,3,4,1,,,,,,2
13196,1,12,32,59,132,195,2015年8月3日,1,34,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,1,1976,39,1,1,4,10,4,1995,90000,23,0,1,0,0,0,0,0,0,0,167,120,3,3,5,5,2,,9997,9997,3.14,3,6,5,4,3,1981,2007,7,30000,1,2
13200,1,12,32,56,129,190,2015年7月30日,2,63,29,,,,,,,,,,,,,1,1,,,,,,,,,,,,,1,2,,,,,,,,,,,,,1,1951,64,1,1,1,9,4,1981,10000,80,0,1,0,0,0,0,0,0,0,167,120,4,5,5,5,1,,9997,9997,2.86,4,7,2,5,3,1952,1989,9,-3,5,-8
13201,1,12,33,62,138,204,2015年8月7日,5,48,24,22,21,21,,,,,,,,,,1,4,4,4,4,,,,,,,,,,2,1,1,1,1,,,,,,,,,,1,1968,47,1,1,1,3,4,1981,36000,800,0,1,0,0,0,0,0,0,0,172,123,3,5,4,1,1,,9997,9997,3.71,1,1,2,4,3,1967,1989,3,-2,1,2
13202,1,12,32,60,133,197,2015年7月30日,4,56,56,31,4,,,,,,,,,,,1,1,1,1,,,,,,,,,,,2,2,2,2,,,,,,,,,,,1,1984,31,1,1,1,4,2,-2,30000,64,0,0,0,0,1,0,0,0,0,160,160,4,5,5,2,1,,9997,9997,3.64,2,6,3,3,3,1984,2001,4,30000,1,2
13203,1,12,33,62,137,203,2015年7月31日,1,67,,,,,,,,,,,,,,3,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,1953,62,1,1,1,1,,,12000,120,0,1,0,0,0,0,0,0,0,160,100,3,1,3,1,1,,1973,1973,4.07,1,,,3,3,1948,1972,3,0,5,-8
13204,1,12,32,61,134,200,2015年7月31日,4,68,43,40,26,,,,,,,,,,,1,1,1,1,,,,,,,,,,,1,1,1,1,,,,,,,,,,,2,1978,37,1,1,1,6,4,2000,0,80,0,0,0,0,1,0,0,0,0,160,130,4,5,3,1,1,,9997,9997,2.93,3,2,2,3,3,1973,2008,6,40000,1,3
13205,1,12,32,58,131,194,2015年8月28日,4,52,49,26,1,,,,,,,,,,,1,1,1,1,,,,,,,,,,,2,2,2,2,,,,,,,,,,,2,1987,28,1,1,1,12,4,2010,70000,100,0,0,0,0,0,1,0,0,0,157,130,4,5,5,4,3,2014,,2014,3.43,2,7,4,4,3,1988,2014,12,70000,1,3
13207,1,12,33,62,136,202,2015年8月10日,4,40,16,15,14,,,,,,,,,,,1,1,1,1,,,,,,,,,,,2,2,2,2,,,,,,,,,,,2,1975,40,1,0,6,4,4,-2,0,90,0,0,0,0,1,0,0,0,0,155,100,4,5,4,1,1,,9997,9997,4.07,2,3,3,5,3,1975,1999,9,-3,1,-8
13208,1,12,34,63,139,206,2015年8月10日,1,33,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,1,1980,35,1,1,1,6,4,1998,500000,100,0,1,0,0,0,0,0,0,0,180,120,4,4,4,2,2,,1999,1999,3.14,4,3,2,4,3,1982,2013,6,70000,1,2
13211,1,12,33,62,136,202,2015年8月10日,2,40,17,,,,,,,,,,,,,1,1,,,,,,,,,,,,,2,2,,,,,,,,,,,,,2,1978,37,1,0,6,1,,,0,140,0,0,0,0,0,0,0,0,1,157,140,4,5,5,1,1,,2002,1998,3.93,1,3,3,4,3,1975,1998,1,60000,1,-8
13212,1,12,32,60,133,197,2015年7月29日,2,80,53,,,,,,,,,,,,,1,1,,,,,,,,,,,,,2,2,,,,,,,,,,,,,1,1936,79,1,1,1,1,,,10920,30,0,1,0,0,0,0,0,0,0,180,98,3,2,4,5,1,,9997,9997,3.5,4,,,3,3,1935,1957,1,10920,5,-8
13214,1,12,32,58,131,194,2015年8月26日,1,28,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,1990,25,1,1,1,6,4,2009,30000,50,0,0,0,0,0,0,0,0,1,165,96,4,5,4,1,3,2010,,2013,3.14,3,7,2,4,3,1987,2012,10,50000,1,2
13215,1,12,33,62,136,202,2015年8月9日,1,83,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,1936,79,1,1,1,1,,,0,60,0,0,0,1,0,0,0,0,0,153,70,3,2,3,1,1,,9997,9997,3.21,1,2,2,4,3,1932,1959,3,0,5,-8
13219,1,12,32,55,128,187,2015年9月3日,4,80,74,3,25,,,,,,,,,,,4,4,4,4,,,,,,,,,,,1,1,2,2,,,,,,,,,,,1,1973,42,1,1,1,5,4,1992,30000,20,0,0,0,0,0,0,0,0,1,170,140,5,4,4,1,3,1995,,1995,3.64,1,7,5,4,3,1993,2014,4,0,5,2
